Date,Close,Volume,Market Cap,ETH
"Mar 26, 2018",8209.4,5921040000,1.44E+11,489.95
"Mar 27, 2018",7833.04,5378250000,1.39E+11,450.12
"Mar 28, 2018",7954.48,4935290000,1.33E+11,446.28
"Mar 29, 2018",7165.7,6361230000,1.35E+11,385.97
"Mar 30, 2018",6890.52,6289510000,1.22E+11,394.65
"Mar 31, 2018",6973.53,4553270000,1.17E+11,396.46
"Apr 01, 2018",6844.23,4532100000,1.19E+11,379.61
"Apr 02, 2018",7083.8,4333440000,1.16E+11,386.43
"Apr 03, 2018",7456.11,5499700000,1.20E+11,416.89
"Apr 04, 2018",6853.84,4936000000,1.26E+11,380.54
"Apr 05, 2018",6811.47,5639320000,1.16E+11,383.23
"Apr 06, 2018",6636.32,3766810000,1.16E+11,370.29
"Apr 07, 2018",6911.09,3976610000,1.12E+11,385.31
"Apr 08, 2018",7023.52,3652500000,1.17E+11,400.51
"Apr 09, 2018",6770.73,4894060000,1.20E+11,398.53
"Apr 10, 2018",6834.76,4272750000,1.15E+11,414.24
"Apr 11, 2018",6968.32,4641890000,1.16E+11,430.54
"Apr 12, 2018",7889.25,8906250000,1.18E+11,492.94
"Apr 13, 2018",7895.96,7764460000,1.34E+11,492.74
"Apr 14, 2018",7986.24,5191430000,1.34E+11,501.48
"Apr 15, 2018",8329.11,5244480000,1.36E+11,531.7
"Apr 16, 2018",8058.67,5631310000,1.42E+11,511.15
"Apr 17, 2018",7902.09,6900880000,1.37E+11,502.89
"Apr 18, 2018",8163.42,6529910000,1.35E+11,524.79
"Apr 19, 2018",8294.31,7063210000,1.39E+11,567.89
"Apr 20, 2018",8845.83,8438110000,1.41E+11,615.72
"Apr 21, 2018",8895.58,7548550000,1.50E+11,605.4
"Apr 22, 2018",8802.46,6629900000,1.52E+11,621.86
"Apr 23, 2018",8930.88,6925190000,1.49E+11,642.55
"Apr 24, 2018",9697.5,10678800000,1.52E+11,708.16
"Apr 25, 2018",8845.74,11083100000,1.65E+11,615.42
"Apr 26, 2018",9281.51,8970560000,1.51E+11,662.81
"Apr 27, 2018",8987.05,7566290000,1.58E+11,647.03
"Apr 28, 2018",9348.48,7805480000,1.52E+11,683.68
"Apr 29, 2018",9419.08,8853000000,1.59E+11,688.88
"Apr 30, 2018",9240.55,8673920000,1.60E+11,669.92
"May 01, 2018",9119.01,7713020000,1.57E+11,673.61
"May 02, 2018",9235.92,7558160000,1.55E+11,687.15
"May 03, 2018",9743.86,10207300000,1.57E+11,779.54
"May 04, 2018",9700.76,8217830000,1.65E+11,785.62
"May 05, 2018",9858.15,7651940000,1.65E+11,816.12
"May 06, 2018",9654.8,7222280000,1.68E+11,792.31
"May 07, 2018",9373.01,7394020000,1.64E+11,753.73
"May 08, 2018",9234.82,7415870000,1.60E+11,752.86
"May 09, 2018",9325.18,7226890000,1.57E+11,752.28
"May 10, 2018",9043.94,6906700000,1.59E+11,727.28
"May 11, 2018",0,0,0,0
